price,date,bedrooms,bathrooms,sqft,floors,waterfront,yr_built,yr_renovated
1.57E+06,321,5,4.5,5220,2,0,2001,0
6.00E+05,492,2,1,1410,1,0,1939,0
4.05E+05,274,2,1.5,1170,3,0,2001,0
6.25E+05,335,3,2.5,1860,2,0,1993,0
4.30E+05,197,4,1,1620,1.5,0,1943,0
5.33E+05,483,3,3,1280,3,0,2004,0
1.05E+06,208,4,2.5,2750,2,0,1999,0
2.30E+05,296,3,1.75,1420,1,0,1931,2014
2.75E+05,247,4,1.75,2000,1,0,1975,0
4.03E+05,160,2,1,1100,1,0,1926,0
550388,252,3,3,1720,1,0,1966,0
415500,264,3,1.5,1240,1,0,1958,0
9.13E+05,474,3,1.75,2170,1,0,1925,0
334998,436,2,1,1800,1,0,1942,0
201500,128,3,1,1160,1,0,1959,0
8.20E+05,450,3,2.5,3030,2,0,1997,0
3.71E+05,161,3,1,890,1,0,1951,0
229950,294,4,2.5,2150,1,0,1976,0
344900,476,4,2.5,2150,1,0,1976,0
8.40E+05,231,3,2.5,2060,2,0,1924,2006
2.85E+05,258,3,1.5,1380,1,0,1967,0
4.75E+05,449,4,2.25,1800,1,0,1979,0
4.20E+05,426,2,1,1460,1,0,1924,0
6.85E+05,302,3,2,2210,1.5,0,1909,0
8.79E+05,201,4,3,3590,2,0,2005,0
197200,384,3,1,1140,1,0,1942,0
529950,183,3,1,1240,1.5,0,1909,0
1.09E+06,124,4,2.5,4340,2.5,0,1992,0
7.92E+05,139,3,1.5,1570,2,0,1915,0
2.62E+05,231,3,2.5,1680,2,0,1994,0
353900,279,3,1.75,1560,1,0,1927,0
3.80E+05,229,1,1.5,1200,1.5,0,1983,0
3.05E+05,450,3,2.5,1690,2,0,2002,0
4.40E+05,474,4,2,2310,1,0,1994,0
1.01E+06,167,4,3.5,2650,2,0,2001,0
549900,261,5,3,3610,2,0,2003,0
678500,391,4,3,2620,2,0,1992,0
2.70E+05,237,3,2.25,1760,1,0,1986,0
4.30E+05,453,3,1,940,1.5,0,1949,0
1.93E+06,180,5,4.25,4830,2.5,0,1914,0
790500,224,4,2.75,3350,2,0,2014,0
447450,289,3,2.25,1570,2,0,1991,0
3.75E+05,404,3,2,2240,1,0,1954,0
5.65E+05,401,4,2,1950,1,0,1963,0
4.00E+05,477,2,1,1010,1,0,1918,0
2.46E+05,415,3,1.5,1630,1,0,1976,0
329922,301,3,1.75,1420,1,0,1967,0
1.25E+06,468,5,3.25,3950,1,0,1969,0
3.75E+05,474,3,1,1210,1,0,1910,0
3.85E+05,127,3,1.75,1890,1,0,1944,0
591500,245,4,2.5,1690,1.5,0,1912,0
2.55E+05,260,4,2,2560,1,0,1960,0
2.75E+05,439,3,1.5,1350,1,0,1959,0
8.00E+05,362,4,2.75,3120,2,0,2010,0
3.27E+05,479,2,1,1140,1,0,1952,1990
3.55E+05,363,4,1.5,2230,1,0,1954,0
3.10E+05,275,2,1,1050,1,0,1947,0
8.69E+05,138,5,3.25,4180,2,0,1979,0
2.72E+05,219,3,2,1200,1,0,1942,0
6.65E+05,191,5,2.25,3320,2,0,2000,0
2.25E+05,320,3,2.5,1590,2,0,1989,0
3.75E+05,359,3,2.5,2750,2,0,1989,0
375500,160,3,1.5,1530,1,0,1975,0
5.50E+05,456,3,1.75,1570,1,0,1948,0
2.48E+05,260,3,1,1470,1,0,1946,0
546940,490,3,1,1470,1,0,1946,0
6.80E+05,244,4,3,3150,2,0,2001,0
3.50E+05,198,4,2.5,2380,2,0,1997,0
5.93E+05,448,2,2.5,2000,3,0,1994,0
3.90E+05,442,2,1,1140,1,0,1958,0
2.97E+05,279,3,1,1340,1,0,1924,0
3.55E+05,428,2,1,1450,1,0,1965,0
309900,225,3,2.5,2020,2,0,1987,0
2.57E+05,266,3,2.25,1810,2,0,1992,0
1.70E+06,237,4,3,3600,2,0,1959,1995
3.00E+05,377,3,2,1260,2,0,1987,0
5.00E+05,350,3,2,1560,3,0,2014,0
9.00E+05,288,8,4,4020,1,0,1968,0
6.95E+05,134,4,3,3150,2,0,2001,0
213400,351,4,2.5,1680,2,0,2001,0
4.25E+05,189,2,1,1320,1,0,1939,0
4.20E+05,222,3,3,2700,2,0,1986,0
4.11E+05,404,1,1,1080,1.5,0,1948,0
762500,404,4,2.25,3130,2,0,1986,0
569950,146,5,4.5,4850,2,0,2001,0
2.58E+05,478,4,1,1220,1.5,0,1916,0
4.99E+05,419,3,2.25,1780,2,0,2004,0
3.10E+05,495,3,1,1250,1,0,1961,0
398500,306,2,2.5,1780,3,0,2005,0
250600,163,4,2.5,1930,1,0,1981,0
3.52E+05,223,4,2.5,2470,1,0,1985,0
6.00E+05,195,2,1,1180,1,0,1909,0
6.45E+05,447,3,1,2270,1,0,1946,0
291500,204,4,2.5,1770,2,0,2004,0
3.50E+05,127,4,1.75,2250,1,0,1940,0
2.79E+05,261,3,2.5,1540,1,0,1974,0
3.20E+05,427,2,1,820,1,0,1940,0
4.95E+05,433,2,2,1580,1,0,2004,0
4.90E+05,239,4,2.5,2430,1,0,1989,0
7.70E+05,197,5,1.5,2160,1.5,0,1926,0
2.15E+05,189,3,1.75,1770,1,0,1959,0
6.65E+05,453,3,3.5,3580,1.5,0,2005,0
423500,230,3,2.25,1890,1,0,1987,0
8.50E+05,281,3,3,1910,1.5,0,1900,1991
1.55E+05,132,2,1,910,1,0,1943,0
5.05E+05,467,3,2.25,1460,1,0,1963,0
7.80E+05,422,3,3.5,3310,2,0,2005,0
1.65E+05,236,3,1.5,1630,1,0,1970,0
7.07E+05,239,2,2.5,2130,1,0,1972,0
4.97E+05,485,3,2.5,1220,3,0,2000,0
349170,308,4,1.75,1670,1,0,1955,0
2.87E+05,366,4,1.5,1300,1.5,0,1963,0
2.38E+06,322,4,2.5,3220,1,0,1969,0
6.45E+05,152,4,2.5,2430,1,0,1963,0
2.38E+05,288,5,2.25,2240,2,0,1990,0
3.28E+05,408,5,2.25,2240,2,0,1990,0
3.65E+05,306,2,1.5,790,2,0,2003,0
3.80E+05,440,3,1,1380,1,0,1948,0
5.25E+05,433,4,1.5,1680,2,0,1962,0
4.02E+05,175,4,2.25,2000,2,0,1926,0
3.08E+05,478,2,1,1680,1,0,1969,0
4.05E+05,281,3,2.5,1960,2,0,2006,0
8.08E+05,265,3,1.75,2590,1,0,1951,1994
8.75E+05,405,4,3.5,3790,2.5,0,2010,0
8.60E+05,442,3,2.5,2370,3,0,1982,0
367500,222,4,2.25,1930,1,0,1960,0
6.04E+05,216,6,3.5,2580,1,0,1987,0
2.30E+05,399,2,0.75,890,1,0,1934,0
4.35E+05,350,4,2.75,2160,1,0,1978,0
347500,282,4,2.5,1970,2,0,2007,0
5.25E+05,441,4,1.75,1570,1,0,1981,0
2.80E+05,153,2,1.5,1480,1,0,1940,0
4.90E+05,400,2,1.5,1480,1,0,1940,0
2.65E+05,446,4,1.75,1430,1,0,1942,0
6.45E+05,244,4,2.25,2720,1,0,1979,0
3.90E+05,481,3,2.25,2420,1,0,1964,0
267500,471,3,2.5,1400,1,0,1988,0
1.28E+06,350,4,3.5,5844,2,0,2007,0
4.04E+05,125,4,1.75,1840,1,0,1958,0
3.80E+05,483,3,2.25,2530,2,0,1989,0
812500,219,4,2.75,2810,1,0,1978,0
2.65E+05,183,3,1,1020,1,0,1959,0
4.80E+05,189,5,2.75,2550,1,0,1967,0
2.64E+05,258,1,1,710,1,0,1939,0
1.35E+06,477,5,3,5530,1.5,0,1969,1994
5.50E+05,189,4,1.75,2150,1,0,1966,0
6.15E+05,488,2,1.5,880,1.5,0,1929,0
4.64E+05,138,3,1.75,1630,1,0,1967,0
3.65E+05,196,3,1,1380,2,0,1976,0
4.90E+05,195,4,2.25,2800,1,0,1977,0
280927,176,4,2.25,2070,2,0,1977,0
282613,135,2,1,830,1,0,1954,0
6.75E+05,295,3,2.25,2770,2,0,1982,0
575550,137,4,2.5,2060,1,0,1985,0
259900,139,3,2,1490,1,0,1990,0
4.50E+05,342,4,2.25,2120,2,0,1996,0
487500,209,4,2.5,2810,2,0,2013,0
2.75E+05,392,4,2.25,2400,2,0,1973,0
3.05E+05,222,3,2.5,2460,2,0,2002,0
3.95E+05,282,3,1.75,2030,1,0,1977,0
2.15E+05,476,3,1,880,1,0,1940,0
4.10E+05,188,3,2,1320,1.5,0,1920,0
4.40E+05,176,4,2.5,2160,1,0,1976,0
1.16E+06,240,4,3.5,4190,2,0,1994,0
5.00E+05,328,4,2,2280,1,0,1956,0
9.61E+05,323,5,2.75,2590,2,0,1909,0
8.25E+05,204,4,2.25,2770,2,0,1979,0
7.34E+05,306,3,1.75,2145,1.5,0,1910,0
4.90E+05,274,4,4.25,4480,2,0,2003,0
1.75E+05,182,4,2.5,1780,2,0,1991,0
1.90E+05,168,1,1,720,1,0,1914,0
3.05E+05,223,4,2.25,2050,2,0,1978,0
1.30E+06,439,3,1,2040,1,0,1940,0
4.17E+05,159,2,1,920,1,0,1919,2003
2.75E+05,316,2,1,680,1,0,1906,0
6.61E+05,343,3,2.5,1940,2,0,1991,0
4.35E+05,188,4,2.75,2230,1,0,1998,0
7.88E+05,295,5,2.25,2910,1,0,1972,0
1.80E+06,160,5,3.25,5270,2,0,1977,2003
4.08E+05,180,5,3.25,2820,1.5,0,1906,2014
5.70E+05,292,2,1,1790,1.5,0,1912,0
1.54E+06,491,5,3.25,2920,2,0,1953,2008
4.00E+05,124,2,1,840,1,0,1955,0
2.47E+05,289,3,1.75,1820,1,0,1987,0
4.53E+05,427,3,1.75,1550,1,0,1949,0
2.35E+05,127,2,1,1270,1,0,1923,0
6.75E+05,475,4,1.75,2460,1.5,0,1919,0
516200,160,3,2,2110,1,0,1919,0
6.50E+05,194,1,1,920,1.5,0,1996,2002
257100,349,3,1.5,1500,1,0,1945,0
4.57E+05,453,2,2,1440,1,0,2006,0
5.40E+05,320,3,1.75,1610,1.5,0,1929,0
2.68E+05,153,3,1.75,1970,1,0,1966,0
3.00E+05,188,3,1,1150,1,0,1960,0
3.80E+05,251,2,2.5,2110,1,0,1975,0
7.25E+05,177,3,2.5,3580,1.5,0,1990,0
2.49E+05,173,3,1,1000,1,0,1968,2010
2.74E+05,216,5,1,1680,1,0,1929,0
1.78E+06,483,4,3.25,3950,2,0,2003,0
396500,173,3,1.75,2390,1,0,1955,0
4.60E+05,322,2,1.5,1820,1,0,1956,0
2.77E+05,166,3,1,1100,1,0,1957,0
449500,307,6,4,2280,1,0,1998,0
785950,245,4,3,2530,1.5,0,1925,2014
5.45E+05,166,3,2.5,1940,1,0,1975,0
2.44E+05,355,3,2,1360,1,0,1983,0
1.65E+05,233,3,2.5,1660,2,0,1983,0
4.35E+05,159,2,1,800,1,0,1906,0
6.42E+05,149,3,2.5,2670,1,0,1987,0
3.40E+05,463,3,2.5,1720,2,0,1999,0
7.30E+05,202,4,2.5,3550,2,0,1991,0
563250,387,3,1.75,1370,1,0,1982,0
6.75E+05,121,5,2.5,2820,2,0,1979,0
6.20E+05,131,3,1.5,1620,1,0,1954,0
2.75E+05,343,2,2,1290,1,0,1956,0
2.70E+05,131,3,1,1830,1,0,1942,0
3.25E+05,469,4,2.5,2040,2,0,2003,0
476100,275,4,2.5,1850,2,0,2005,0
7.00E+05,292,2,1,1300,1,0,1959,0
2.20E+05,268,4,2,1620,1.5,0,1978,0
2.36E+05,317,3,1.75,1560,1,0,1975,0
7.90E+05,121,3,2.5,2600,1,0,1951,0
3.50E+05,231,3,1,2010,1,0,1967,0
1.30E+05,447,2,1,780,1,0,1941,0
283200,146,4,2.5,1982,2,0,2004,0
2.73E+05,287,3,1,1500,1,0,1945,0
5.99E+05,348,5,2.25,2460,1,0,1976,0
4.60E+05,477,4,2.5,2680,1,0,1960,0
1157200,128,4,4.25,5860,2,0,1996,0
3.85E+05,160,4,1.75,1720,1,0,1971,0
264250,252,3,1,1420,1.5,0,1944,0
6.08E+05,301,3,2.5,1760,3,0,2006,0
4.50E+05,257,3,2.5,2790,2,0,1984,0
1.76E+06,183,3,2,2360,2,0,1909,2014
339950,317,5,2,1890,2,0,1944,0
7.60E+05,464,6,3.75,3810,2,0,1977,0
3.50E+05,462,2,1,1160,1,0,1940,0
541500,475,3,1.75,2320,1,0,1960,0
7.30E+05,450,6,2.75,3280,1,0,1963,0
2.15E+05,483,3,1,980,1,0,1949,0
4.20E+05,134,3,2,1640,1,0,1977,0
6.55E+05,149,4,2.25,2060,1,0,1983,0
2.40E+05,379,3,2.5,1500,2,0,1981,0
7.30E+05,152,4,2,2360,1,0,1939,0
3.90E+05,285,4,1.5,1940,1,0,1962,0
4.73E+05,300,3,1,1280,1,0,1954,0
6.98E+05,447,4,3.5,3630,2,0,1970,2008
5.11E+05,133,3,2.5,1820,2,0,2005,0
3.58E+05,127,2,1.5,960,2,0,1993,0
499990,464,3,1.75,1630,1,0,1955,0
3.22E+05,436,4,2.25,1940,1,0,1960,0
2.01E+05,280,3,1,980,1,0,1969,0
7.65E+05,315,4,2.5,3140,1,0,1988,0
9.20E+05,156,4,2.75,2880,1.5,0,1928,0
3.60E+05,469,4,2,1650,1,0,1977,0
297300,491,3,1.75,1980,2,0,1987,0
3.99E+05,267,3,1,860,1,0,1942,1990
4.00E+05,170,3,1,1430,1.5,0,1950,0
2.30E+05,238,3,1.75,1260,1,0,1964,0
2.90E+05,415,3,1,960,1,0,1968,0
323800,484,3,2.5,2060,2,0,2003,0
574500,292,4,1.5,1430,1.5,0,1930,0
5.05E+05,141,3,2.25,1670,2,0,2002,0
372500,476,2,1,880,1,0,1944,0
4.25E+05,181,3,1.5,1300,1,0,1964,0
446250,470,3,2.5,2380,1.5,0,2000,0
3.30E+05,225,2,0.75,520,1,0,1924,1980
608095,481,3,2.5,2680,2,0,1983,0
5.50E+05,389,3,2.5,2140,1,0,1958,0
2.65E+05,239,4,2.5,1820,2,0,2004,0
399888,169,4,2.25,1820,1.5,0,1930,0
4.30E+05,177,2,1,1050,1,0,1927,0
554990,497,3,2.5,2100,2,0,2013,0
359950,310,3,2.5,2210,2,0,2003,0
4.05E+05,173,2,1,860,1,0,1901,0
2.80E+05,460,2,1,870,1,0,1981,0
479950,462,4,2.25,2570,2,0,1966,0
5.75E+05,246,5,1.75,2980,1,0,1976,0
3.92E+05,421,4,2.25,2360,2,0,1983,0
760500,420,4,2.25,2310,2,0,1977,0
4.35E+05,166,3,2.5,2300,2,0,2003,0
1.57E+06,230,4,2.75,2810,2,0,1993,0
2.61E+05,336,4,1.5,2040,1,0,1961,0
1482500,491,3,2.25,3290,2,0,1939,0
853800,484,7,4,2960,2,0,1927,2013
657500,141,3,2.5,2670,2,0,1989,0
331950,123,4,2.5,2530,2,0,1990,0
5.14E+05,161,3,1.75,1720,1,0,1986,0
4.96E+05,254,3,3.5,3090,2,0,1995,0
1.09E+06,413,4,2.5,3930,2,0,1987,0
195700,309,3,1,1120,1,0,1976,0
1395710,209,4,2.25,3960,2,0,1925,0
1.18E+06,338,4,3.25,4060,2,0,1991,0
643403,265,3,2.5,2350,1,0,1966,0
3.57E+05,131,4,2.5,2380,2,0,1997,0
8.65E+05,462,3,1.75,1480,1,0,1953,0
9.05E+05,321,3,2.5,2930,2,0,1988,0
2.65E+05,294,3,1.5,1290,1,0,1954,0
5.35E+05,357,2,2.5,2730,2,0,1998,0
4.50E+05,222,3,1,1290,1,0,1929,0
460500,413,4,2.5,2170,2,0,1991,0
3.15E+05,327,4,1.75,1850,1,0,1960,0
607500,408,4,2.5,2110,1,0,1978,0
4.32E+05,390,2,1,960,1,0,1916,0
1.70E+06,404,3,4,3910,2,0,1933,0
4.79E+05,231,4,2.5,2590,2,0,2001,0
4.75E+05,443,5,2.75,3080,2,0,2002,0
4.15E+05,322,3,1,1630,1,0,1952,0
4.50E+05,237,2,1,910,1,0,1914,0
1.14E+06,183,3,2.5,2780,1.5,0,1969,0
4.30E+05,257,5,3,3880,2,0,2004,0
2.96E+05,245,3,1.75,1360,1,0,1971,0
3.03E+05,191,4,2.25,2560,1,0,1976,0
6.41E+05,293,4,2.5,2600,2,0,2004,0
2.80E+05,405,3,2.25,1220,1,0,1984,0
260750,216,3,2,1560,1,0,1966,0
6.01E+05,322,4,2.5,2080,2,0,2001,0
2.55E+05,239,3,1.5,1490,1,0,1918,0
5.55E+05,155,4,2.75,2020,1,0,1976,0
8.65E+05,321,3,1.5,1530,1,0,1955,0
1.39E+06,264,4,2.5,3450,1.5,0,1964,0
3.15E+05,139,3,2.25,1400,1,0,1987,0
2.00E+05,156,2,1,1730,1,0,1962,0
3.57E+05,320,3,1,1370,1,0,1948,0
3.90E+05,337,2,1.5,1050,2,0,2007,0
4.62E+05,209,5,1.75,2840,1,0,1954,0
174500,135,2,1,1010,1,0,1955,0
3.05E+05,405,2,1,1210,1.5,0,1921,0
4.49E+05,400,5,1.75,1720,1,0,1956,0
2.60E+05,240,3,2,2710,2,0,1951,0
7.51E+05,131,4,2.5,3110,2,0,2004,0
370037,455,2,1,1250,1,0,1948,0
229950,236,3,1.75,1900,2,0,1988,0
3.49E+05,476,3,1.75,1740,1,0,1978,0
3.48E+05,384,4,2.5,2070,2,0,2003,0
1.22E+06,471,3,3.25,3030,2,0,1905,2005
5.10E+05,366,4,3,3610,2,0,1993,0
2.65E+05,446,3,1.5,1520,1,0,1981,0
1.25E+06,300,3,2.75,2780,3,0,1974,0
937500,371,4,4,5545,2,0,2003,0
4.85E+05,216,3,1.75,2590,1,0,1971,0
4.89E+05,443,4,1,1150,1.5,0,1951,0
4.00E+05,386,2,1,920,1,0,1952,0
6.38E+05,166,3,2.5,2110,2,0,2005,0
4.40E+05,169,3,1.75,1170,1,0,1968,0
3.05E+05,175,6,2,1900,1,0,1964,0
649950,442,6,2,1900,1,0,1964,0
6.80E+05,408,4,2.5,3290,2,0,2005,0
6.29E+05,194,4,2.5,2660,2,0,1996,0
5.55E+05,246,3,2.5,2160,2,0,1988,0
6.69E+05,167,4,2.75,2700,2,0,1976,0
2.72E+05,219,3,2.5,1980,2,0,1994,0
2.70E+05,176,4,2.25,2600,1,0,1965,0
2.15E+05,370,3,1,1280,1,0,1964,0
6.90E+05,456,3,1.5,1710,1,0,1947,0
2.56E+05,428,4,1.75,1270,1,0,1950,0
2.55E+05,447,3,2.25,1890,1,0,1981,0
5.50E+05,132,7,4,3440,2,0,1970,0
4.10E+05,492,3,1,1190,1,0,1957,0
4.10E+05,309,2,1,1030,1,0,1912,0
2.59E+05,196,3,1.75,1240,1,0,1986,0
2.92E+05,450,3,1,1730,1,0,1955,0
1.65E+06,223,4,3.5,4610,2,0,2003,0
5.18E+05,316,5,1,1590,1.5,0,1929,0
4.85E+05,428,3,2.5,1760,2,0,1992,0
259500,426,3,2,1330,1,0,1989,0
3.54E+05,477,4,2.5,2340,2,0,2003,0
999950,446,3,2.25,3740,2,0,1966,0
464500,174,3,1.75,1150,1,0,1959,0
3.00E+05,236,3,2.5,1750,2,0,2005,0
1.08E+06,181,3,2.75,3890,2,0,1967,2010
309950,201,4,2.5,1770,2,0,1989,0
3.15E+05,259,3,1,1160,1.5,0,1909,0
499950,204,3,1,1440,1.5,0,1908,0
7.80E+05,187,4,2,2600,1,0,1953,0
8.85E+05,324,3,3.25,2640,1,0,1976,0
5.00E+05,126,2,1,1010,1.5,0,1906,1990
3.29E+05,352,3,2,1840,1,0,1989,0
2.46E+05,300,4,1.75,1720,1,0,1963,0
4.05E+05,356,3,1.5,1280,1,0,1960,0
3.49E+05,148,4,1.75,1700,1,0,1981,0
374950,446,4,2.5,1980,2,0,1992,0
3.06E+05,209,3,2,1160,1,0,1969,0
4.16E+05,216,4,1.75,1980,1,0,1961,0
5.60E+05,173,3,2.5,1960,2,0,1989,0
2.60E+05,167,3,1.5,1270,1,0,1948,0
306500,135,3,2.25,2060,1,0,1978,0
299950,344,3,1.75,1980,1,0,1968,0
265500,460,3,2.5,1450,1,0,1990,0
2.19E+05,223,3,1.5,1200,1,0,1986,0
3.65E+05,489,3,1.75,1830,1,0,1977,0
4.99E+05,133,3,2,2090,1.5,0,1959,1998
3.66E+05,152,3,1.75,1510,1,0,1967,0
514950,485,3,2.25,1310,3,0,2014,0
8.75E+05,154,4,2.75,3790,2,0,1999,0
8.31E+05,384,3,2.25,2240,1,0,1957,0
689900,134,4,3.25,2740,2,0,2003,0
3.15E+05,204,3,2.5,1660,2,0,1994,0
3.55E+05,483,0,0,2460,2,0,1990,0
336500,174,3,1,1480,1,0,1963,0
1.10E+06,146,3,2.75,2640,1.5,0,1926,0
3.75E+05,215,6,2,1900,1,0,1959,0
289275,222,3,2,2860,1,0,1985,0
4.55E+05,188,4,3.5,3440,2,0,2002,0
5.05E+05,175,3,1.75,1640,1,0,1975,0
4.50E+05,210,3,1,1450,1.5,0,1919,0
567500,158,3,2.5,2300,2,0,2001,0
2.65E+05,278,3,1.5,1460,1,0,1955,0
3.40E+05,363,3,2,1570,1,0,2001,0
3.75E+05,484,3,2,1540,1.5,0,1939,0
9.20E+05,359,6,3,3300,2,0,1970,0
8.50E+05,162,4,2.25,2130,2,0,1972,0
2.02E+05,343,3,1,1010,1,0,1969,0
7.25E+05,271,4,3,2420,1,0,1984,0
9.00E+05,401,3,3.25,3870,2,0,1991,0
680200,401,2,1.5,1960,1,0,1951,0
216500,468,3,1,1170,1,0,1918,0
3.25E+05,345,3,1.5,1890,1,0,1966,0
6.75E+05,223,3,2.5,2250,2,0,2004,0
4.35E+05,496,2,0.75,750,1,0,1936,0
263500,386,3,1.75,1610,1,0,1977,0
5.50E+05,491,4,2.25,2590,2,0,1978,0
8.75E+05,476,3,2.5,2520,2,0,1995,0
246600,465,4,1,1340,1,0,1966,0
3.37E+05,181,3,2.25,1460,3,0,2006,0
2.40E+05,314,3,1.75,1380,1,0,1988,0
4.90E+05,252,3,1.75,1510,1,0,1984,0
5.10E+05,217,5,2.5,2510,1,0,1975,0
3.05E+05,430,3,1,910,1,0,1971,0
3.50E+05,457,3,2.5,1970,2,0,2003,0
284200,419,3,1.75,1540,1,0,1959,0
3.57E+05,392,4,2.5,1980,2,0,1995,0
8.54E+05,167,4,2.75,3150,1,0,1986,0
1.18E+06,378,4,2.5,4700,2,0,1999,0
1.00E+06,280,3,2.25,2300,1,0,1963,0
616500,328,4,2.25,1880,2,0,1909,1977
7.50E+05,328,4,2.75,2640,2,0,1911,0
6.50E+05,279,6,4.5,3900,2,0,1979,0
2.75E+05,195,4,2.25,2670,1,0,1962,0
5.40E+05,275,4,1.75,1840,1,0,1918,0
2.25E+05,225,3,1,1120,1,0,1961,0
8.45E+05,463,4,2.5,2970,2,0,1991,0
4.90E+05,435,3,2.25,1410,1,0,1923,0
7.53E+05,342,4,2.5,3060,2,0,2005,0
4.75E+05,404,3,1.75,2490,1,0,1972,0
1.24E+05,275,1,0.75,840,1.5,0,1949,0
2.24E+05,478,1,0.75,840,1.5,0,1949,0
4.85E+05,225,2,1,1130,1,0,1916,0
2.30E+05,174,4,1.75,1850,1,0,1944,0
3.72E+05,308,4,2.75,2330,1,0,1980,0
3.06E+05,491,4,2.5,1880,2,0,1990,0
9.05E+05,238,4,3.5,2980,2,0,2008,0
4.40E+05,449,4,1,1440,1,0,1950,0
2.80E+05,482,3,1.75,1630,1,0,1977,0
4.35E+05,209,3,2.5,1778,2,0,1999,0
4.25E+05,174,3,2.5,1930,2,0,1990,0
204950,237,2,0.75,1130,1,0,1956,0
6.70E+05,194,2,1.75,1650,1,0,1959,0
4.75E+05,126,2,1,820,1,0,1921,0
3.52E+05,443,5,2.5,2900,1,0,1964,0
5.75E+05,463,4,1.75,2330,1,0,1961,0
1.73E+06,329,4,3.5,4440,2,0,1965,0
4.91E+05,285,3,2,1660,2,0,1950,1990
7.50E+05,189,4,2.5,3020,2,0,2004,0
8.30E+05,146,4,2.5,1850,1,0,1978,0
1.14E+06,373,6,3.75,5960,2,0,2005,0
137124,189,3,1,960,1,0,1970,0
2.25E+05,224,4,1,1150,1.5,0,1907,0
732600,172,4,2.5,2130,1,0,1963,0
8.18E+05,439,4,2.25,2460,2,0,1984,0
4.31E+05,231,3,2.25,2360,1,0,1978,0
3.04E+05,274,2,2.25,1320,3,0,1996,0
6.50E+05,293,5,2,1910,1,0,1908,0
4.50E+05,464,2,2,1610,2,0,1977,0
2.69E+05,233,4,1,1610,1,0,1958,0
8.75E+05,364,3,1,1160,1,0,1953,0
8.90E+05,483,4,2.25,2870,1,0,1977,0
5.65E+05,281,4,2.5,2280,2,0,1986,0
448175,436,2,2,1370,2,0,2006,0
2.35E+05,356,0,0,1470,2,0,1996,0
6.80E+05,253,5,3,2970,2,0,2000,0
6.29E+05,401,3,1.75,1460,2,1,1970,0
4.94E+05,476,3,3.5,1570,2.5,0,2000,0
1.10E+06,391,4,3,2880,2,0,1926,0
4.50E+05,380,5,2.5,1900,1,0,1969,0
3.30E+05,302,3,1.75,2020,1,0,1969,0
9.60E+05,231,4,2.5,3110,2,0,1984,0
3.60E+05,357,4,2.5,2390,2,0,1990,0
3.78E+05,221,3,2.5,2150,2,0,2004,0
499950,254,3,1.75,1340,1,0,1941,0
4.50E+05,204,3,2.5,1990,2,0,1986,0
523500,236,2,2,1600,1,0,1950,0
6.00E+05,341,3,2.5,2680,2,0,1986,0
2.90E+05,152,3,2.5,2080,2,0,2002,0
1.76E+05,401,3,3.25,1340,2,0,1986,0
8.85E+05,260,3,2,2590,1.5,0,1904,0
4.83E+05,174,2,1.75,1240,1.5,0,1906,0
2.40E+05,492,3,1,1310,1,0,1978,0
7.20E+05,267,4,2.25,2530,1,0,1957,0
3.11E+05,308,4,2.5,1780,2,0,2001,0
332500,366,3,2,1600,1,0,1950,1984
164950,176,3,1.75,1570,1,0,1956,0
3.71E+05,446,3,1.75,1570,1,0,1956,0
264500,387,3,1.75,1650,1,0,1976,0
1.74E+06,185,4,2.25,2920,2,0,1937,0
5.03E+05,453,2,1,870,1,0,1921,0
7.38E+05,301,4,2.5,2830,2,0,2000,0
3.93E+05,265,2,1,980,1,0,1925,0
2.80E+05,466,2,1,990,1,0,1992,0
2.60E+05,448,4,2.5,2360,1,0,1964,0
5.05E+05,463,2,1,1000,1,0,1915,0
2.41E+05,369,3,1.5,1660,1,0,1976,0
5.30E+05,439,3,1.75,1520,1,0,1975,0
7.13E+05,223,1,1,1180,1.5,0,1910,0
4.87E+05,202,3,1.75,1770,2,0,1944,1978
1.28E+05,316,2,1,980,1,0,1969,0
210500,316,3,1,1840,1,0,1960,0
4.20E+05,379,3,2.5,1810,1,0,1968,0
6.79E+05,302,3,2.5,1780,2,0,1930,1986
784950,351,4,2.75,2840,3,0,2014,0
3.52E+05,322,4,2.5,2650,2,0,1998,0
3.86E+05,161,3,1.5,1270,2,0,2004,0
3.35E+05,484,3,1.75,1260,1,0,1994,0
472500,152,3,2,1750,1,0,1982,0
599950,306,5,2.25,2680,1,0,1976,0
963990,204,4,3.25,3830,2,0,2014,0
7.35E+05,267,3,2,1610,2,0,1925,0
858450,440,3,4.25,3840,2,0,1998,0
6.65E+05,491,5,2.75,2670,2,0,1914,0
2.90E+05,211,3,2.5,2000,2,0,1993,0
2.50E+05,467,2,1,860,1,0,1925,0
192500,280,3,1.75,1420,1,0,1986,0
3.50E+05,236,4,2,2060,1,0,1957,0
5.18E+05,442,4,2.5,2790,2,0,2003,0
5.63E+05,181,4,1,1410,1.5,0,1911,0
3.75E+05,279,4,3,2420,2,0,2003,0
4.00E+05,422,3,2.5,1460,3,0,2002,0
2.40E+05,301,5,1.75,2460,1,0,1957,0
317500,265,2,1,1000,1,0,1902,0
1.32E+06,408,5,4,4420,2,0,1982,0
2.34E+05,313,3,1,1240,1,0,1921,1992
6.45E+05,132,3,2.5,1740,2,0,1975,0
6.49E+05,432,2,1,1280,1,0,1908,0
